x0,y0,z0,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28
0.384710282087326,0.2428332567214965,-0.2814810574054718,0.4307529032230377,0.3416662216186523,-0.1248478516936302,0.3482840359210968,0.3403571248054504,-0.085263043642044,0.4437592625617981,0.451130747795105,-0.1105482727289199,0.3380475640296936,0.4553464651107788,-0.0404575727880001,0.439130574464798,0.5429509878158569,-0.2129086107015609,0.3376185297966003,0.5471510887145996,-0.132177397608757,0.565473735332489,-0.1455802768468856,0.4138640761375427,0.5430760383605957,-0.0134399943053722,0.3669856488704681,0.5453178286552429,0.0133988354355096,0.4214738607406616,0.706710696220398,-0.024877768009901,0.3652806580066681,0.7119273543357849,0.0115378806367516,0.4304823875427246,0.8620113134384155,0.1072187349200248,0.3639654219150543
0.3852030038833618,0.2428049445152282,-0.2154981791973114,0.4311137199401855,0.3408387303352356,-0.058712713420391,0.348369300365448,0.3386956751346588,-0.0364755950868129,0.4437519311904907,0.4490516483783722,-0.0547198541462421,0.3380185961723327,0.4520286619663238,-0.0236477386206388,0.4391735196113586,0.5425377488136292,-0.1765721589326858,0.33778116106987,0.5467049479484558,-0.1340870112180709,0.5650801658630371,-0.1476963311433792,0.4138181507587433,0.5464587807655334,-0.0100311134010553,0.3660993576049804,0.5471886396408081,0.0099744154140353,0.4210005104541778,0.7123302221298218,-0.0198864378035068,0.3654891550540924,0.7135781049728394,0.0082378564402461,0.4306672513484955,0.8612615466117859,0.1412479728460312,0.3639893233776092
0.3853975236415863,0.2421604543924331,-0.205468013882637,0.4312233328819275,0.3402980268001556,-0.0465669482946395,0.3483764231204986,0.3378282189369201,-0.0308645628392696,0.4437165558338165,0.4477670192718506,-0.0423131436109542,0.3378721475601196,0.4500613510608673,-0.024935133755207,0.4394293129444122,0.5424156188964844,-0.1654212921857834,0.3377837836742401,0.5444685816764832,-0.1473794430494308,0.5632830858230591,-0.1610619574785232,0.4138148725032806,0.547353208065033,-0.0065042614005506,0.3656848669052124,0.5479676723480225,0.0064339940436184,0.4209369421005249,0.7133773565292358,-0.0181253049522638,0.3663162589073181,0.714967668056488,0.0010678813559934,0.4308620989322662,0.8606966733932495,0.1400278061628341,0.3639783561229706
0.3858830630779266,0.2414311468601226,-0.1587835699319839,0.4312410950660705,0.3398359417915344,-0.0086742229759693,0.3483805656433105,0.3367930352687835,0.0077682076953351,0.443715751171112,0.4449251592159271,-0.0263609308749437,0.3374366760253906,0.44733926653862,-0.0144222537055611,0.4394457638263702,0.5373632907867432,-0.1618526577949524,0.3376993238925934,0.5360690951347351,-0.1637860983610153,0.5551577806472778,-0.176818162202835,0.4135997593402862,0.5476095080375671,-0.0053550782613456,0.3650395274162292,0.5481043457984924,0.0052983169443905,0.4207587838172912,0.7137377262115479,-0.0210488978773355,0.3664218485355377,0.7159047722816467,-0.010854598134756,0.4309701323509216,0.8605417609214783,0.131899207830429,0.3639020621776581
0.3862145543098449,0.2412557303905487,-0.1414528340101242,0.4312214255332947,0.3386967778205871,0.0069086318835616,0.3483823537826538,0.3357591331005096,0.0258576590567827,0.4440245032310486,0.4419044554233551,-0.0152816763147711,0.336950421333313,0.4393301606178283,-0.004981726873666,0.4393317997455597,0.5284680128097534,-0.1527811139822006,0.3367615044116974,0.5201947689056396,-0.1691372394561767,0.5383262634277344,-0.1823185533285141,0.4135991036891937,0.5475870966911316,-0.0056822961196303,0.3649174869060516,0.5480915307998657,0.0056333011016249,0.420727789402008,0.7143989205360413,-0.0273255389183759,0.3664175868034363,0.716026782989502,-0.0153255267068743,0.4310683906078338,0.8608521223068237,0.1256398260593414,0.3633899986743927
0.3866997063159942,0.2411942929029464,-0.149891048669815,0.4312342703342438,0.3374314904212951,-0.0022831948008388,0.348423570394516,0.3353454172611236,0.0287679675966501,0.4455176889896393,0.4372789263725281,-0.032320562750101,0.3362703323364258,0.4347084164619446,-0.0069418014027178,0.4393209517002105,0.5116892457008362,-0.1629415601491928,0.3355759084224701,0.5071901082992554,-0.1923472732305526,0.5217311978340149,-0.2056846767663955,0.4139181673526764,0.5475332140922546,-0.0072048739530146,0.3650181591510772,0.5474491715431213,0.0071476991288363,0.4203803837299347,0.7152147889137268,-0.0352484844624996,0.3664100766181946,0.7161221504211426,-0.0116268713027238,0.4311719536781311,0.8607161641120911,0.1254711747169494,0.3634180426597595
0.3869069516658783,0.2410226315259933,-0.1536451280117035,0.4314178824424743,0.3369682729244232,-0.0037448101211339,0.3484366834163666,0.3354136049747467,0.020099626854062,0.4469271898269653,0.4328597486019134,-0.045828241854906,0.3348219096660614,0.4295863807201385,-0.0202318038791418,0.4395022988319397,0.4941957890987396,-0.2197983860969543,0.3348511457443237,0.4866950809955597,-0.221828430891037,0.4959915280342102,-0.2335427701473236,0.4146605730056762,0.5476897954940796,-0.0070607159286737,0.3650532066822052,0.5474401712417603,0.006993792951107,0.4203816950321197,0.7158311009407043,-0.0337291285395622,0.3663492798805237,0.7162947654724121,-0.012998261488974,0.4311707317829132,0.8605191111564636,0.1319881528615951,0.3633779287338257
0.3875541388988495,0.2409391403198242,-0.168761745095253,0.4313893616199493,0.336667388677597,-0.0019119742792099,0.348353236913681,0.3355332911014557,0.012754401192069,0.4479621350765228,0.4273460507392883,-0.0397504679858684,0.3333243131637573,0.4319533109664917,-0.0340215042233467,0.4394955635070801,0.4760006964206695,-0.2149425148963928,0.3348804116249084,0.4616304636001587,-0.2476397901773452,0.455644428730011,-0.2585439682006836,0.4146515727043152,0.5472397804260254,-0.0046964855864644,0.3650547564029693,0.5473816394805908,0.0046343044377863,0.4203401505947113,0.7156224846839905,-0.0296620149165391,0.3664242029190063,0.7162851691246033,-0.0135725913569331,0.4313243925571441,0.8601869940757751,0.1359830796718597,0.3633711636066437
0.3875690996646881,0.2412268221378326,-0.1504603177309036,0.431293785572052,0.3353279531002044,0.0194796528667211,0.3483800590038299,0.3351999819278717,0.0289207827299833,0.4477791488170624,0.4286430776119232,-0.0451862439513206,0.3327612578868866,0.4306141138076782,-0.0442425645887851,0.43489870429039,0.4581227600574493,-0.2372633516788482,0.3353837430477142,0.4260226488113403,-0.2609238624572754,0.4255445301532745,-0.2696860134601593,0.4147007167339325,0.5459588170051575,-0.0043976744636893,0.3651017844676971,0.5467680096626282,0.0043751611374318,0.4202823936939239,0.7155352830886841,-0.028070455417037,0.366261214017868,0.7164748907089233,-0.0133432364091277,0.4315121471881866,0.8615675568580627,0.1326448321342468,0.3633748590946197
0.3876413404941559,0.2420932948589325,-0.1398800015449524,0.4313003122806549,0.332620769739151,0.0260484591126441,0.3483445942401886,0.3351061642169952,0.0468902550637722,0.4476595818996429,0.4281063973903656,-0.0460557229816913,0.3323661386966705,0.4319960474967956,-0.0279693938791751,0.4332261681556701,0.4304391741752624,-0.2498245537281036,0.3351487815380096,0.4166784584522247,-0.2436135113239288,0.3998852074146271,-0.2526352703571319,0.4143822789192199,0.545585036277771,-0.004560022149235,0.3649419546127319,0.5461916923522949,0.0045349369756877,0.4193412065505981,0.7141772508621216,-0.0234460290521383,0.3663056790828705,0.7163448333740234,-0.0139330914244055,0.4315573871135711,0.8609001636505127,0.1408665776252746,0.3631277680397033
0.3877623379230499,0.2429229170083999,-0.1318988502025604,0.4313551187515259,0.3304963707923889,0.0353763811290264,0.348368376493454,0.3342590034008026,0.0528995357453823,0.4476081430912018,0.4232977926731109,-0.0523126162588596,0.3259067237377167,0.4252600967884063,-0.032542411237955,0.4335940778255462,0.411908745765686,-0.2700397372245788,0.3325135409832001,0.4007438421249389,-0.2543967068195343,0.3782814145088196,-0.2608249187469482,0.4142626821994781,0.5456059575080872,-0.0039588725194334,0.3644385933876037,0.5461527109146118,0.0039299298077821,0.4191217720508575,0.7143914103507996,-0.018387297168374,0.3665776252746582,0.7165550589561462,-0.0133248129859566,0.4315460324287414,0.8609268069267273,0.1661651730537414,0.3631355166435241
0.3881366550922394,0.2439776360988617,-0.0799778625369072,0.4315577745437622,0.3265686333179474,0.0639033615589141,0.3508930504322052,0.3322494924068451,0.0812200307846069,0.447553426027298,0.4092846512794494,-0.0582662113010883,0.3248525559902191,0.4116890728473663,-0.0285351537168025,0.4338595569133758,0.393285870552063,-0.2726586461067199,0.3304783999919891,0.3852363228797912,-0.2337806522846222,0.3601104319095611,-0.2417480498552322,0.4141915440559387,0.5430421233177185,-0.0036893498618155,0.3644595146179199,0.5434088706970215,0.0036570283118635,0.4191240668296814,0.714384138584137,-0.0185118857771158,0.3673067390918731,0.716543436050415,-0.0154837341979146,0.4315520823001861,0.8609713315963745,0.1546989828348159,0.3632522225379944
0.3881912529468536,0.2445421814918518,-0.0919162034988403,0.4315574765205383,0.3184325397014618,0.04896130412817,0.3531491458415985,0.3293860256671905,0.0711907893419265,0.4475520253181457,0.3966280221939087,-0.0931237116456031,0.3260525465011596,0.4014233946800232,-0.0494004040956497,0.4342856705188751,0.3785949051380157,-0.310969203710556,0.3305664360523224,0.3733143806457519,-0.2679548263549804,0.3457076847553253,-0.2730692923069,0.4141889810562134,0.5409518480300903,-0.0037029460072517,0.364677369594574,0.5412779450416565,0.0036558508872985,0.4193234443664551,0.7143477201461792,-0.0186815466731786,0.3677484691143036,0.716552734375,-0.0155316973105072,0.4313394427299499,0.8606023192405701,0.1450559049844741,0.363252580165863
0.3883569836616516,0.2446013242006302,-0.0806527361273765,0.430164635181427,0.3173223435878753,0.0450562164187431,0.3544023633003235,0.3277009129524231,0.0644264668226242,0.4472121894359588,0.3840868771076202,-0.1413209587335586,0.3262035250663757,0.3863595426082611,-0.0956392660737037,0.4345599114894867,0.3663868904113769,-0.3701736032962799,0.3309060335159302,0.3590129613876343,-0.3191997706890106,0.3322141468524933,-0.3244287669658661,0.4141879677772522,0.5406946539878845,-0.0045941527932882,0.3648873269557953,0.5411938428878784,0.004508979152888,0.4193321168422699,0.7145096659660339,-0.0222707372158765,0.3677325844764709,0.7165467143058777,-0.0127204749733209,0.4313379526138305,0.8598167896270752,0.1043261140584945,0.3633142113685608
